,men_Pt025_RPLCneg,men_Pt063_RPLCneg,men_Pt008_RPLCneg,men_Pt013_RPLCneg,woman_Pt119_RPLCneg,woman_HCW080_RPLCneg,woman_Pt003_RPLCneg,men_HCW564_RPLCneg,men_HCW059_RPLCneg,men_Pt047_RPLCneg,men_HCW011_RPLCneg,woman_Pt087_RPLCneg,men_Pt116_RPLCneg,men_Pt010_RPLCneg,men_HCW578_RPLCneg,men_HCW574_RPLCneg,woman_Pt058_RPLCneg,woman_Pt164_RPLCneg,men_HCW036_RPLCneg,woman_Pt113_RPLCneg,woman_Pt005_RPLCneg,men_HCW012_RPLCneg,woman_Pt038_RPLCneg,men_Pt060_RPLCneg,woman_Pt044_RPLCneg,woman_HCW099_RPLCneg,woman_Pt022_RPLCneg,men_Pt110_RPLCneg,men_HCW237_RPLCneg
Label,COVID,COVID,COVID,COVID,COVID,HC,COVID,HC,HC,COVID,HC,COVID,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC
618.2344@642.42,10274.49883,17614.56793,11581.5975,22901.90709,3266.17939,14786.59056,16925.42897,10564.18245,17013.73983,12022.80625,8186.63278,19924.78556,18355.69735,15251.9151,18147.08532,8926.3258,15971.35898,14401.95278,5885.58086,11938.12401,11981.08317,7724.3681,18401.98056,16595.84921,18764.02648,10467.20326,9615.91075,10339.34557,7134.9168
618.2355@154.93,62890.11226,174968.77243,84417.15353,237998.64504,16035.938,113919.37294,164487.20572,71132.79698,143735.17852,54584.69475,47927.42833,187371.24996,204277.41564,131817.86002,105942.06426,59415.68474,151680.10651,152650.19248,33204.23848,75949.78337,113828.50738,19718.2883,183014.77918,152448.0565,175511.99325,83830.86215,70351.679,67891.78049,29733.93282
618.4768@496.82,170283.81091,128743.86883,162434.2519,262581.27258,156235.66632,125768.4358,207198.5721,207336.21718,276898.50167,127229.03581,249968.40685,255325.02874,307658.59499,172011.5157,438424.47166,222712.2944,192364.20755,166411.56661,366530.23936,173490.94033,388235.67885,173702.65003,198239.04496,163408.11999,320183.20871,165895.22247,161700.09789,149013.2206,338186.56733
618.541@530.58,5728.59781,9536.72075,5886.2741,5962.89604,9936.61638,2535.47688,4459.0722,3105.41583,7463.83992,1661.62016,5264.0897,5489.64197,4922.96693,7820.3596,4376.34366,5174.36365,8167.02108,3993.12897,5873.28277,7098.51513,4801.9436,1298.21917,5195.73979,4764.80974,1114.78413,7312.89482,7742.51364,4312.31677,2737.7927
618.7367@154.93,24246.85614,67238.35683,31231.42929,93257.33251,5895.22789,41237.14628,62946.98786,25754.35005,58088.34311,19961.56779,18430.91138,70884.58762,76121.1169,52675.30708,42855.38154,21571.53198,56721.34986,59269.03364,13697.97878,29777.97878,44750.5181,8032.4977,70440.73299,54652.35388,67945.72736,31198.97708,26203.51819,24816.69617,9442.15934
618.9561@509,104370.05351,114372.97276,94605.52923,124894.87548,135051.17729,83839.31012,89048.77361,86470.38565,110533.34134,79238.33034,114376.35019,102843.02279,89539.70586,122103.8122,78083.21491,103841.06333,102844.1408,91084.96837,108169.38922,96862.03652,90518.16469,84768.80594,99108.6499,83815.92676,78434.22538,141158.00632,126251.38063,88000.5856,85540.28258
618.9969@501.91,26161.73327,25842.93692,22627.74817,28938.4858,30573.70805,19488.72472,22347.26154,19832.87796,23942.23488,19467.7252,27406.92952,28100.10613,20505.12741,28356.55377,17638.112,26042.32899,26170.31745,20328.10126,24803.53752,20846.29507,20259.52407,20207.67498,23641.24214,19744.54613,17899.29944,35919.10213,29700.82784,21277.82821,23138.34838
619.4798@496.84,30325.10757,31600.1603,33575.56952,32200.81182,33818.46455,31856.19343,36623.10525,55688.13283,44987.84556,35177.22118,45924.08433,37099.27501,48860.80784,31630.06135,55642.11861,47378.84615,44573.05663,39866.48917,29133.36718,55440.14887,71946.04715,51537.45622,40216.82252,30567.02205,41008.50011,38267.7528,36068.14343,29614.90808,47762.91562
619.959@508.86,10782.51508,11650.09152,9218.93015,13144.16302,13851.94742,9500.84459,9408.28499,8994.51505,11979.16445,8220.29839,12354.54053,11126.51249,9833.66391,12830.33074,8978.26305,10908.45119,9882.12545,9319.17263,11021.88629,9937.59441,9745.82528,9343.79481,9984.1118,9479.51963,8766.72683,15165.46432,13431.9871,10217.81417,9669.79504
621.0137@486.02,109591.67002,108952.67977,91517.9913,120868.03256,129336.19226,74777.55029,86203.93709,84136.26499,108245.55221,76136.45374,113487.00039,98942.57795,83322.96514,123462.25602,70474.72111,102210.88149,98730.4702,75997.05744,100325.21636,84640.98082,79626.31137,80627.02873,92125.93142,79346.32276,73073.65805,139261.89123,124905.59056,79727.87769,83267.08293
621.3031@365.12,9915.28406,9371.65858,13779.93463,9779.13589,9876.93742,19684.89448,15494.43024,20492.60353,15004.70942,2790.98298,15283.55944,16412.67322,11062.45383,6120.67533,80725.36321,28300.40329,31268.0437,9108.0429,14223.79355,7146.2521,10268.93487,3891.86572,33169.71131,18955.32263,13766.19799,33055.26384,29049.02912,11115.06953,13389.11981
622.0169@485.92,12707.16397,12816.30605,9770.81192,12344.81044,15068.19615,7690.94297,8523.95622,7938.32595,12420.45408,9253.93357,12380.20507,10907.49938,9550.66626,14195.60719,6946.42987,9093.21244,9877.95609,7365.93566,11622.66766,8469.56152,9219.96554,11008.39755,9849.71723,8640.15212,8704.80454,16323.62789,14429.5414,8631.20358,8567.55147
622.3319@411.25,27620.5561,29007.61309,39346.06228,31560.96054,51922.16366,38476.80983,44343.39361,46969.65152,43895.52297,8420.49834,45943.99968,27069.50277,46032.12564,22866.75713,46120.71403,49085.10225,51802.78202,31158.23056,48465.48051,34272.95721,41619.16463,15060.90454,49918.21773,35974.85469,45880.52796,42668.83656,33284.6639,37604.77201,27539.96155
623.3362@411.21,7251.61745,7640.64005,10725.66918,9346.07424,14363.78449,10289.86531,12190.58469,12873.30516,11751.34101,1802.05659,11622.65764,7015.7326,12581.04118,6826.32793,13156.79116,13047.96587,17040.04632,38247.14447,13362.00863,9504.24573,11229.54913,4323.07363,16104.53575,9283.08469,12300.39992,10848.51976,9497.35074,10649.76906,7609.21968
625.088@484.01,33088.97901,33934.72957,27379.39941,33137.32433,37689.81546,24151.01584,22873.16393,27908.94866,31503.57502,21988.46171,34313.0765,32536.54852,25245.21053,36098.0981,22839.8342,30548.958,28989.94202,23844.71672,31938.21183,29426.19449,26917.97445,28220.26508,33617.76872,25708.52401,18227.89585,39880.74628,45899.24943,28674.53671,27805.33307
625.4776@487.93,171754.76569,295239.91961,191605.19716,129134.26181,138071.96214,127713.8559,143403.05715,91146.22269,103631.41463,103059.08486,58846.10366,108830.65247,92480.92921,135771.34389,57673.95581,150779.03592,140591.11472,181466.46557,120284.47614,130293.09512,95900.34903,13748.53298,167177.57386,177859.83406,62276.07968,99070.24669,108320.76968,189699.6589,54461.62284
626.3204@459.84,5949.49643,5385.64476,6770.38623,6523.63841,8751.47283,5713.92207,6768.4994,7624.31945,7100.40719,1069.29515,9728.72995,4040.97704,5698.03452,4240.67352,6207.73322,9144.48192,9427.78124,3365.71275,8103.48832,3574.31043,4190.36721,1424.77691,6427.03871,5348.36378,3458.95371,5422.15118,6277.5777,5003.9284,4062.21372
626.3455@387.51,681844.48575,712683.9323,740636.76308,767242.91004,528356.01175,592547.55623,1593388.51829,1257783.47321,336614.55823,182621.03519,668681.31671,558718.92679,650149.99093,387617.84497,611159.95745,807394.17688,710237.4268,626597.053,561587.78403,431681.28135,1094798.2333,114472.94278,825302.89193,779156.18884,1107309.70161,715203.11049,483292.41016,600863.30207,421235.71574
626.4799@487.88,53319.28839,100322.69301,61787.0555,38038.413,40664.17478,43736.58743,44997.20194,28669.02859,30274.2346,36161.29092,18313.28001,32133.46441,28065.10247,43654.78611,15958.34491,47020.17418,40210.60817,57008.58311,32923.61992,40206.63607,27574.83198,3139.89337,55492.59634,58064.48871,16772.21488,27734.13128,30950.71661,63526.06315,16182.15245
627.2187@342.47,47577.16456,147.77318,7132.41895,20862.42265,126.1371,3914.98455,7520.75854,8033.37464,3807.15136,6237.86955,7363.32646,722.75061,6283.58789,3522.21475,8744.46659,10620.7387,2153.61728,137.29433,8677.99841,429.36733,27278.2233,455.31067,16475.63805,38144.20798,1181.00819,3350.6639,1073.09788,7332.77762,4374.23032
627.3484@387.5,232128.37019,243520.72635,253358.80801,263487.01459,182768.32007,200123.94045,548596.33513,431913.50979,102961.89006,60279.07063,229815.7059,189427.45433,216334.25832,130263.85714,206289.41836,272343.22486,241659.16144,214580.00195,194051.24708,147642.28023,372860.88723,38654.91621,280463.02799,262767.3765,377514.53917,246970.49202,160566.21633,201009.35933,141645.12413
627.3736@254.84,16205.50026,69550.05648,18407.1561,16192.3864,25448.30554,5546.02508,47711.37093,8819.89494,7277.04425,4277.83369,5047.34386,877.33349,11703.72807,51822.97047,12572.89957,15294.28701,14253.24212,20913.99219,8870.70686,83724.43287,28144.20424,5472.12755,26599.71643,32169.31322,9213.21757,9549.8631,8007.69148,18014.96538,2994.36356
627.5179@487.87,320050.44789,309746.39322,215943.01043,248635.81312,337521.40822,211048.08264,242942.20424,168452.81516,240931.58928,127814.07165,266478.59451,250203.63273,169477.36351,303197.40594,117898.41657,22562.39481,221335.3001,142282.73311,192966.11969,63598.39666,205602.17497,149864.4904,198764.21755,213655.46834,127316.25789,237374.8596,246161.86798,229220.33644,168776.56607
627.522@512.1,676543.51335,831590.42604,595987.24712,764308.8491,786012.56524,476031.8401,576829.33297,452759.69663,706001.71527,458603.59915,784272.98981,632337.83746,549556.46589,801611.16343,429943.07733,657926.36027,839912.19725,576632.41422,662852.35494,619282.1838,536916.96315,512178.8625,694658.59358,564676.4712,421949.04582,794074.72296,743004.93348,534261.26827,530909.7832
628.3605@398.91,182854.0563,117562.80113,110981.02559,95054.17159,127257.91473,211839.70615,206433.58864,180378.46871,154839.01607,40504.29751,227981.86037,247211.93309,241007.61046,119171.09503,277991.3159,197020.02124,147458.68413,163543.41241,283575.13632,232385.70512,203455.7796,36408.34893,128023.49066,185607.36056,159513.11263,163399.71998,205323.84342,255283.61948,168642.88186
628.5244@512.06,319991.9341,393463.6066,271475.48653,365652.45518,299744.69056,258543.63662,263812.57627,223895.70292,355738.64283,230172.62229,391192.07011,303345.29628,240438.55137,380921.11368,202947.05405,314427.59769,430348.94139,261098.51234,302020.17734,301078.00439,251801.61764,214291.4781,277184.19024,337696.71469,205484.86828,384574.15579,363901.92869,237307.92034,258864.95545
629.422@488.05,43574.19517,66415.74953,38910.49277,39490.49869,53397.57824,14459.17618,32343.9806,13194.54417,27403.91968,11775.44527,17206.44567,27295.37927,14859.304,36293.4817,10977.93287,35218.46803,43810.41084,21512.04432,33151.95448,26409.93304,26689.28096,2952.80102,37296.64608,27414.20652,7409.20521,33834.73174,41014.69972,30466.68386,9079.41648
629.5251@512.17,142837.58745,112704.32128,118623.03342,152072.45351,125285.78418,101144.78517,90438.58464,123316.41956,130876.91624,90990.25785,203396.22592,109336.83814,89449.47459,158872.34913,14878.68266,122328.1169,97653.00035,72902.90257,170674.02702,91503.43775,91883.68206,85833.14797,78957.1754,77926.8929,60990.34088,149280.3439,148115.14417,88122.92237,107302.99974
630.3759@422.85,56432.98042,34084.75189,33328.35721,13269.67061,45292.71303,72718.25659,49222.37115,40056.18394,57863.24677,9847.42202,70259.2442,75363.03482,69659.22771,34341.54985,109680.25858,40728.58088,42747.16919,43797.81888,83052.38816,74916.4704,45212.36459,13808.0687,38378.75464,60266.57702,52277.76786,56772.3341,49738.66993,62738.06288,45538.96974
630.4262@487.99,13057.86872,25304.54808,13590.62672,13923.46658,16171.54247,3718.6751,10086.4508,2354.86368,8794.37066,2447.53085,2959.56925,8380.7537,3704.35949,12061.88134,155812.80383,10158.82095,8774.75826,6755.72397,6216.09527,6599.3268,3650.24103,412.91604,10350.84725,6740.58957,494.39625,10496.44895,12186.45092,9965.81551,1060.80472
630.9966@526.31,105491.01149,108230.87275,107700.87217,153257.2997,143440.49798,93145.81118,90729.85024,77800.01991,119901.3161,82200.0688,134490.16717,104003.28195,99959.52882,140070.62573,80653.03172,93733.81975,57154.16149,85284.43196,109843.76882,51433.35806,93949.81202,87214.4575,99279.93744,91211.26061,72173.26731,169617.19041,144807.97309,84034.98172,89343.93686
631.3792@422.86,18452.45956,11422.38263,10951.41447,4285.26819,14580.76154,24366.52705,16602.76858,14600.46212,20503.28287,3339.72312,22521.85148,25507.2785,24770.8629,11234.78761,36989.75617,12761.22262,14690.82453,14524.22068,29783.32546,24297.48467,15698.56776,4391.05311,12953.2844,19852.07682,16111.84871,19637.52333,15408.61591,20603.14591,16324.22442
632.001@526.54,20684.21495,19521.1121,18863.09853,24946.2694,25789.66761,15273.72425,16223.99521,14363.95262,22537.61026,14014.0864,25670.74048,19677.927,18389.7646,24585.55391,14192.87661,18223.99806,17917.88675,15397.04188,21582.88176,17378.39636,17930.28484,16446.28547,18978.51606,16735.20757,13768.69515,30535.10102,26881.28733,14146.35195,16163.86365
633.0141@507.48,17811.83304,36121.93574,30625.93904,43600.65965,40691.69993,12226.16414,26585.84139,37667.20004,32114.86866,30839.00171,39387.8937,5271.54988,30087.62222,35355.69108,23437.1817,29775.86416,32360.42079,26988.59063,19873.62769,30578.51641,35086.91188,26855.81388,32157.41367,25603.14268,26444.42458,43235.72365,37927.69404,31969.02053,16511.09937
634.3324@421.1,6517.1231,4775.03196,9363.21716,7766.15174,7734.24589,13575.51945,13105.20699,17448.34428,9001.33038,1206.94542,18336.65612,5991.5431,12867.00953,5662.32407,16850.84611,16157.76473,15002.22399,7201.18531,14100.97385,9729.40667,10182.64179,4397.06572,10381.54923,8058.46692,14842.39915,13346.88348,9296.25117,8706.36154,5579.21091
634.4071@474.67,3929.40048,6781.61081,8600.55457,5072.23847,4008.63982,6161.96794,10121.53783,6599.86229,4078.91482,6217.53135,7857.44753,4872.25366,8090.43733,4089.16446,9960.78193,5383.4776,9837.47452,9797.54523,7812.55229,8982.89774,7124.85456,4943.83103,17736.43553,7646.06976,8212.27697,5149.63691,3778.69116,6304.2831,6134.96203
634.9684@509.05,60487.85249,61199.12044,48132.13518,67609.94674,77721.07004,41365.21706,49139.61689,46176.64722,55874.88679,42508.62723,63251.87692,53315.71684,46782.84013,60032.37085,37830.31686,55377.53294,54472.58688,44474.58532,55683.9203,45209.96416,44879.1855,44743.27738,48743.39355,44859.30045,41244.13461,75533.95502,69653.36525,43478.59369,48212.0873
635.3789@348.27,2490.4877,1281.07163,3447.77524,1322.79158,400.07903,1563.72685,4577.61112,4296.6591,4332.96337,602.20834,3859.50325,1310.52784,7614.97066,7949.54555,8857.95019,4154.18744,2584.59573,2577.09888,3720.29705,574.31908,2925.31639,1003.96718,1186.15897,4034.56425,4496.90677,5138.67835,2344.67906,15452.63676,11131.30901
635.5056@488.26,205417.16576,314565.5795,200864.49886,186767.92962,211108.10184,141671.76834,168289.38296,143759.24111,156563.05801,116296.22622,149357.46974,139802.22037,135420.68496,197161.46689,101143.39503,217293.43711,187191.37693,164667.35984,182183.19299,149056.49175,131997.62041,53200.25212,192011.47075,171116.93702,112843.47115,160624.98093,182908.78768,172569.0344,88578.99252
635.9703@508.77,5791.5701,5752.25101,4552.74404,7231.46504,7880.99431,2932.39707,4650.32696,4718.3343,5814.23276,4569.17542,5827.99343,5238.63168,4533.41669,7541.61042,4293.68084,4781.24611,5423.87524,4490.26088,4916.48296,4751.52622,3747.16222,2892.96435,5260.13011,2977.36691,3950.44853,7662.95482,6600.41048,3888.69687,5177.77883
636.3478@459.85,45654.94298,40875.36368,67158.47598,63623.23398,88694.0814,85304.71855,76777.22192,103735.96273,73973.72786,16564.37917,85461.04467,42162.77179,72244.43156,41040.96009,91865.50541,115167.867,106114.33604,40379.57212,87095.63948,45653.18665,62576.30184,29638.60991,79459.85893,65406.84352,76565.94167,46359.15699,59279.61863,53717.00138,47815.43899
636.3479@411.23,55214.79738,53384.89539,80084.52474,59621.47841,99473.65307,79643.70099,91007.53769,98825.98952,84169.54362,15176.82464,91779.35071,51921.41889,101926.25856,42654.31584,103384.49906,106189.75389,113162.28281,60999.09321,100379.1603,71887.74383,85121.38281,29402.38037,115640.25849,70056.8644,95194.65238,83267.9591,66524.14439,79538.15925,54262.55721
636.5094@488.23,67865.66586,106075.80733,70546.82142,63844.90645,68559.15562,50270.23507,54069.97454,46256.34896,51029.95444,41929.49926,45742.10599,43126.93611,42207.39494,69149.64997,30236.18816,71839.68746,59188.08655,57293.64154,60791.8435,54412.46221,39850.36211,14461.96418,62497.7048,56443.56569,23684.60373,58802.90079,58484.13868,61341.5529,24301.80265
636.9859@518.42,38323.25438,46927.3778,39401.9702,48700.23936,55277.12982,34699.99149,36732.90939,30839.19585,44247.25317,27897.37322,44499.49706,33038.89916,32685.32572,44369.12954,29701.36119,32681.77112,42627.36211,33024.67891,47236.04372,31031.56102,35116.15013,35363.59602,39438.83402,33999.25563,27076.14529,27119.1395,51305.40015,28054.38549,35068.31906
637.1447@487.94,9691.37402,9439.15739,11349.88601,10583.54207,10213.45152,11973.84786,12075.70285,10859.53741,8307.89897,11665.66235,7190.73232,9142.56856,8741.18994,10532.93604,12795.07538,11474.32083,9241.45484,13191.1557,12820.19339,10995.92778,12191.03436,9842.45618,12131.5514,9762.68594,9721.58872,9035.75356,10715.30002,8223.6579,11433.58934
637.3512@459.84,13594.09044,11973.38865,20910.76657,17826.91724,26401.30394,22425.84066,25911.79334,29526.56467,19433.87726,4848.45031,25996.93552,14354.7521,20995.53089,12066.04916,27212.40515,28655.55428,31043.88661,10767.73656,26144.61635,14024.90009,16966.17754,8942.4606,23746.87045,19999.17065,22084.45804,12552.41228,16870.93823,16414.91263,15091.69599
637.522@513.79,23658.64587,29457.44554,20513.27767,31109.91097,26892.60316,19695.00086,17968.37401,15766.41328,24452.15741,17168.84381,29654.20085,20150.36827,18032.22377,32709.90887,16581.63375,24362.88012,21588.85719,15402.56889,22873.64912,24794.5421,19287.15884,17398.44248,24202.56427,17264.5274,13237.2931,27931.75578,27433.68055,18449.44767,16003.99073
639.4189@478.69,64729.73593,76513.1221,71782.22978,34401.19934,39968.37538,52668.54259,45900.32918,38533.68009,36648.46817,35015.79509,25880.27743,34330.89331,36630.42363,36088.72809,22061.13153,46751.69755,39015.10749,73193.73514,45472.84067,40956.85838,27710.52366,9882.2141,49233.47218,74642.03293,29153.93432,29804.2828,36396.42918,65187.60284,25299.04916
639.5372@497.11,67287.43955,350767.48858,56349.72013,102182.93295,196074.04317,18207.36314,123759.31775,27100.78552,59346.37492,17350.65963,17645.49347,82331.87673,34001.66136,52897.07713,26027.27499,47779.56203,100812.6604,81408.51965,55016.12944,98302.55727,59428.37161,1222.71185,105772.079,104529.50569,21070.81697,39607.86596,76098.04567,77043.91088,14903.26369
640.421@478.65,18885.28235,24339.51532,21283.8742,10072.5302,11863.09134,15737.04991,12186.08077,9928.07527,9967.49623,10432.26861,6187.24084,8935.79064,9847.37857,11949.64734,2428.69922,12425.35663,11461.21109,21258.66949,13057.50626,11269.17962,5574.28825,1956.32836,13604.53558,24194.53219,7843.99136,7146.23858,11447.3137,21741.51431,5641.78866
640.5403@496.95,22636.64188,137121.22204,18060.33419,38741.77634,74803.95515,5197.66639,47045.24307,8423.39956,20638.57577,5747.78978,4056.27781,30233.31705,10926.82602,18540.96684,8494.85203,15521.67001,35565.67564,27981.69206,17533.93637,35598.88723,20400.79219,0.0,37450.59239,38050.06008,4817.42867,12022.31419,26302.25996,28466.91535,3930.95999
641.4324@478.67,20335.06535,22784.03486,23803.6796,13916.59062,12859.2004,16545.08684,16022.64703,10926.21389,14122.95138,9692.29654,9829.27795,11326.34355,13965.58465,15543.29515,7483.82296,13963.69012,13910.25608,25866.77041,18219.81537,15038.79382,8419.43901,2285.86648,17180.98963,24026.81724,9220.90888,12337.17539,16093.0234,21370.05169,4545.98618
641.4715@486.46,37072.99126,65766.69742,38894.61942,30336.0003,50575.25382,37570.7432,22262.32341,22882.32227,26382.37108,15311.53838,21677.77084,28563.10724,18897.63607,33868.35636,10001.88958,46299.47434,54396.44611,17907.17841,28169.79252,25660.45188,20466.12262,6504.10995,34249.96888,30145.06585,14631.29522,27458.08197,24546.47773,42098.05243,12567.21736
641.5536@488.26,33456.79592,51751.11013,25851.03829,26599.57819,50598.86066,9542.56353,34987.27877,14432.13703,19051.91301,9668.40073,6892.86591,30392.52696,18921.73657,25364.84199,8188.28757,24458.78634,47146.56665,30659.32572,24814.96636,29109.20609,21978.77186,3032.42158,40784.99739,30285.29896,8863.29168,23841.90189,31264.4773,26762.7257,10452.81996
642.4853@494.71,331322.52363,75831.96588,147368.19426,709077.5042,542239.16815,97054.74263,186986.43458,353930.43604,616791.69179,107726.76065,354567.56061,931077.85628,371255.28919,243823.80768,874222.59776,85925.96149,732128.15637,388633.09269,378294.75984,743409.87171,691053.04193,464736.84113,250401.60434,387758.70517,419085.55985,586133.82573,503098.78883,91533.77388,774871.65668
642.9766@516.79,25644.25102,27120.52318,22293.13696,30990.31059,34290.45055,18749.41719,20110.9716,18929.14804,23344.97158,18607.78569,29115.00451,24383.84181,21201.24581,31076.25513,17955.88628,21130.8439,22609.91461,18929.06226,23910.88555,21807.41289,18612.55988,19530.55589,23532.30947,19713.82605,17711.56387,35118.33025,35176.06078,19143.71247,19360.08793
643.4431@487.91,58854.97091,111403.25319,53783.83404,38809.74183,63806.90306,15744.64231,46754.10377,16587.76936,25219.95994,12508.46961,15892.6205,25059.84392,16260.3932,44184.54849,478039.65062,43432.24885,41555.21085,42388.62047,30875.27999,24687.47381,16253.24646,0.0,50872.61846,26401.19802,10769.4928,35980.83199,43448.97759,39756.63351,337241.31391
644.4452@487.98,20553.83624,35401.4698,21078.7601,12839.84994,23568.88604,3861.25594,16587.93521,4774.26158,8782.95094,44782.28215,2475.17003,5721.38075,6174.50125,14272.5074,828.69577,12004.5923,16609.82247,17690.8719,157028.11457,4663.83894,4045.83368,46.14663,17817.04458,11134.52173,2643.05965,12817.16145,14762.82256,11461.376,64307.69054
644.4999@482.61,132103.26442,105635.25992,69728.65992,170329.8288,146895.52223,175318.75506,116076.79045,64687.35847,166937.86512,55778.17823,193736.21532,260027.84736,130767.33652,134871.8265,150200.32773,167421.96511,182912.06032,89576.46806,151890.41005,140620.19026,191279.34776,173142.40356,103427.30738,137421.21782,78095.98254,146928.51324,153492.5428,106202.55535,101528.32774
645.032@493.31,60081.00289,62744.72239,52189.56262,71023.74661,68476.68694,46619.08806,49787.3067,50980.01159,66177.22789,42679.06374,67137.00919,55035.73701,46991.40612,71952.43929,39164.8019,56556.61864,57438.17176,49522.65414,62562.41233,52819.81035,50574.72911,48495.60539,49690.78541,39281.98929,44369.90354,80332.83206,63448.05526,53079.46675,46517.76105
645.529@484.07,726044.25554,790692.19811,778449.92625,13275.0786,856838.25238,692212.1224,639768.42559,702128.51252,820766.57735,581779.25092,1012317.26643,712741.00788,703608.99029,881373.41951,541755.89075,815320.08446,755078.25986,557167.80542,788179.64378,629290.3141,661757.73162,882300.0721,649917.57336,574694.93536,604279.6175,16040.97957,850132.90493,621062.58711,747651.69736
645.53@640.77,60003.4109,59789.11882,37177.39195,72193.36875,30591.74762,22341.14157,35758.69438,29324.02888,58661.63928,23133.19224,61693.11131,46912.45764,27387.14727,73704.37695,21229.12429,47895.01517,50921.11932,23991.56768,47561.27908,30955.22551,30505.22533,24967.92717,36526.67592,25806.40767,22514.13768,32555.6051,28175.65971,25058.00918,29546.95858
645.5304@512,3336933.44753,3780847.75587,2738950.63535,3847200.45318,3705326.73018,2546105.42084,2411019.94685,2957625.64886,3455380.12058,2362891.75802,3924808.69659,2882820.24907,2337587.11548,4027716.21709,1901136.09094,3211162.0799,2985341.12906,2195918.91652,3058979.89397,2589425.69881,2306817.11439,2162041.41493,2545025.14575,2302278.45419,1923916.66599,4254095.2844,3543926.17984,2397370.74564,2377190.01219
646.5325@482.83,232800.93363,347103.66796,329217.34091,375521.96414,381955.29605,289895.20309,278947.33575,297213.44543,340939.79433,266104.98055,443085.7646,316527.55753,292147.51024,420329.65375,254225.35443,370482.25232,331170.32661,243020.31783,344221.31869,283637.60065,84976.70666,380508.29733,290126.34889,273833.55377,260326.31326,439467.4683,378724.59304,278897.75461,309618.78768
646.5327@512.14,1525788.87197,1712201.65664,1256969.66535,1759493.18608,1674100.04183,1135318.13555,1098690.83169,1350324.5848,1583369.92795,1079672.42095,1833652.15278,1310916.72071,1069727.61647,1839109.54879,862999.95407,1484261.70751,1349298.94157,997714.1896,1400454.52144,1171398.32437,1042666.41023,1019300.05095,1145757.24793,1040621.16659,871626.45971,1945836.57068,1625075.81309,1088668.04243,1092953.55632
646.5327@640.78,28752.52764,28911.88948,18103.99535,33529.59318,14831.50762,11232.34718,16615.30345,13868.32646,29106.46103,10050.72868,28969.10165,21526.76533,12410.13993,35775.13363,9913.39819,21333.2378,24120.07266,10911.80056,20494.11329,14351.93313,14294.79202,10916.62459,15827.72414,11937.91159,10389.7388,15339.3758,13444.70375,12545.87876,14867.038
647.0122@498.45,15523.61958,16954.51255,14928.27448,15168.34965,19591.52862,13774.55051,10329.67137,13874.00946,16752.35266,12545.53802,16150.62918,15596.91956,13297.96645,13408.71285,12088.29957,14642.9752,13369.95966,15004.53334,17275.311,12625.14083,12379.93955,14850.48179,12630.43434,12468.03998,11816.9115,19141.47428,17020.34497,11089.19024,12362.54177
647.5321@512.1,600421.36727,650602.93475,482149.76168,686181.94748,659845.89153,437978.04936,414413.44789,511406.35272,616637.13372,409118.59891,714347.14051,493229.53186,411035.77298,731019.69324,336750.45552,576744.35832,514234.0421,377857.70409,544835.07696,438102.40815,397900.8949,401826.7488,456764.17347,389315.68757,339631.07907,796273.52264,650009.90358,413661.38329,417239.25019
647.5325@481.71,135481.12386,126872.99759,118215.77099,148205.22065,157314.88818,103601.3966,99076.61342,104739.35209,135016.19484,102378.5006,149855.89737,113166.10124,107291.20951,156754.83479,80590.61393,131324.05144,114325.60861,86991.74519,125920.36526,103276.87789,101138.73217,133880.75668,109647.37681,92577.78459,91716.57372,185604.72287,152143.75391,97344.91769,110797.26084
647.5327@640.68,11336.66196,10694.50908,7279.1201,12770.61276,5781.92273,3899.57384,6596.55548,5081.36992,10253.5325,3727.74467,11679.25872,8159.55058,5037.38318,14082.61981,3857.82972,8732.7274,9388.44631,4072.14081,8429.07489,5732.60896,5015.45572,4278.42886,6316.93344,4799.26234,3240.44627,6327.46311,5411.95796,3911.65846,5146.32576
648.3476@421.06,8469.42287,8388.35872,12624.72365,9484.9929,12001.9124,17130.79069,17248.71517,24806.12489,12768.47196,1046.03234,23893.61871,7959.50584,18325.13716,7487.80917,22890.7476,21749.50306,19027.78238,54818.98458,19227.28198,13023.75958,16089.58818,5643.21124,13947.08202,12133.89902,19330.64367,18045.57273,12476.01809,12753.96948,8737.65004
648.5325@512.09,139411.87836,139793.14301,112086.6873,173297.86131,168887.00895,105528.49361,93324.61466,67193.4184,148231.04672,98069.79918,181769.21813,130424.04391,91379.58705,178615.24502,75409.72344,137801.09276,117024.43689,76896.87011,125197.07649,93312.51233,93800.286,97977.80518,59691.20475,89871.20659,76721.66792,119060.41404,91371.90745,95733.53456,101017.43781
649.0646@476.09,41747.60055,43242.26307,36399.20408,44229.09228,53375.58069,30253.53707,34372.76349,30150.32624,38491.747,29553.1993,46571.56097,37601.54548,33683.08126,44210.08478,29196.03942,35939.61491,37733.50902,30538.68614,39879.12821,34360.99052,33017.52351,33041.67965,36925.33672,32709.71633,29173.06714,49549.33296,47727.94461,30962.30906,32662.53205
