,"CEVA SGLT2i, Dog 15, 2/2/2022, DOS2, Feces_183      ","CEVA SGLT2i, Dog 15, 2/22/2022 , Feces_201          ","CEVA SGLT2i, Dog 16, 2/2/2022, DOS2, Feces_184      ","CEVA SGLT2i, Dog 16, 2/22/2022 , Feces_202          ","CEVA SGLT2i, Dog 25, 2/2/2022, DOS2, Feces_193      ","CEVA SGLT2i, Dog 25, 2/22/2022 , Feces_211          ","CEVA SGLT2i, Dog 26, 2/2/2022, DOS2, Feces_194      ","CEVA SGLT2i, Dog 26, 2/22/2022 , Feces_212          ","CEVA SGLT2i, Dog 27, 2/2/2022, DOS2, Feces_195      ","CEVA SGLT2i, Dog 28, 2/2/2022, DOS2, Feces_196      ","CEVA SGLT2i, Dog 28, 2/22/2022 , Feces_214          ","CEVA SGLT2i, Dog 13, 2/2/2022, DOS2, Feces_181      ","CEVA SGLT2i, Dog 13, 2/22/2022 , Feces_199          ","CEVA SGLT2i, Dog 14, 2/2/2022, DOS2, Feces_182      ","CEVA SGLT2i, Dog 14, 2/22/2022 , Feces_200          ","CEVA SGLT2i, Dog 19, 2/2/2022, DOS2, Feces_187      ","CEVA SGLT2i, Dog 19, 2/22/2022 , Feces_205          ","CEVA SGLT2i, Dog 20, 2/2/2022, DOS2, Feces_188      ","CEVA SGLT2i, Dog 20, 2/22/2022 , Feces_206          ","CEVA SGLT2i, Dog 21, 2/22/2022 , Feces_207          ","CEVA SGLT2i, Dog 22, 2/2/2022, DOS2, Feces_190      ","CEVA SGLT2i, Dog 22, 2/22/2022 , Feces_208          ","CEVA SGLT2i, Dog 11, 11/18/2021, baseline, Feces_143","CEVA SGLT2i, Dog 12, 11/18/2021, baseline, Feces_144","CEVA SGLT2i, Dog 13, 11/18/2021, baseline, Feces_145","CEVA SGLT2i, Dog 14, 11/18/2021, baseline, Feces_146","CEVA SGLT2i, Dog 16, 11/18/2021, baseline, Feces_148","CEVA SGLT2i, Dog 17, 11/18/2021, baseline, Feces_149","CEVA SGLT2i, Dog 18, 11/18/2021, baseline, Feces_150","CEVA SGLT2i, Dog 19, 11/18/2021, baseline, Feces_151","CEVA SGLT2i, Dog 20, 11/18/2021, baseline, Feces_152","CEVA SGLT2i, Dog 21, 11/18/2021, baseline, Feces_153","CEVA SGLT2i, Dog 22, 11/18/2021, baseline, Feces_154","CEVA SGLT2i, Dog 23, 11/18/2021, baseline, Feces_155","CEVA SGLT2i, Dog 24, 11/18/2021, baseline, Feces_156","CEVA SGLT2i, Dog 25, 11/18/2021, baseline, Feces_157","CEVA SGLT2i, Dog 26, 11/18/2021, baseline, Feces_158","CEVA SGLT2i, Dog 27, 11/18/2021, baseline, Feces_159","CEVA SGLT2i, Dog 28, 11/18/2021, baseline, Feces_160","CEVA SGLT2i, Dog 11, 1/18/2022, BAS2, Feces_161     ","CEVA SGLT2i, Dog 12, 1/18/2022, BAS2, Feces_162     ","CEVA SGLT2i, Dog 13, 1/18/2022, BAS2, Feces_163     ","CEVA SGLT2i, Dog 15, 1/18/2022, BAS2, Feces_165     ","CEVA SGLT2i, Dog 16, 1/18/2022, BAS2, Feces_166     ","CEVA SGLT2i, Dog 17, 1/18/2022, BAS2, Feces_167     ","CEVA SGLT2i, Dog 18, 1/18/2022, BAS2, Feces_168     ","CEVA SGLT2i, Dog 19, 1/18/2022, BAS2, Feces_169     ","CEVA SGLT2i, Dog 20, 1/18/2022, BAS2, Feces_170     ","CEVA SGLT2i, Dog 21, 1/18/2022, BAS2, Feces_171     ","CEVA SGLT2i, Dog 22, 1/18/2022, BAS2, Feces_172     ","CEVA SGLT2i, Dog 23, 1/18/2022, BAS2, Feces_173     ","CEVA SGLT2i, Dog 24, 1/18/2022, BAS2, Feces_174     ","CEVA SGLT2i, Dog 25, 1/18/2022, BAS2, Feces_175     ","CEVA SGLT2i, Dog 26, 1/18/2022, BAS2, Feces_176     ","CEVA SGLT2i, Dog 27, 1/18/2022, BAS2, Feces_177     ","CEVA SGLT2i, Dog 28, 1/18/2022, BAS2, Feces_178     "
['470262'],2.8397740307254307e-05,2.5524129688474205e-05,5.144464163794578e-05,5.6443113580728496e-05,1.9955784922576566e-05,0.00012533307039327773,2.347986016030626e-05,3.8442990388051926e-05,3.13632137784945e-05,5.065293654298431e-05,1.9559866989043306e-05,3.9227126178908856e-05,3.943120647230949e-05,3.566212630505551e-05,0.00010508472546609652,9.698350843787159e-05,2.4897461797157415e-05,0.0001291182826982247,4.19195294191503e-05,3.635417562449872e-05,0.00010861922958369446,5.284687781248941e-05,4.851658598510803e-05,2.6667886121299283e-05,3.270730246929948e-05,7.641018999577731e-06,4.341006298115996e-06,6.234211620261163e-06,1.814131380935107e-05,5.705375920715661e-05,1.0280734408117719e-05,3.409520216472665e-05,3.3116421860400284e-05,8.111585893456864e-05,4.791237549997924e-06,1.6741899420774147e-05,0.00042685536172552217,3.018924231422886e-05,2.7675697155965252e-05,4.678142790011445e-05,2.8727745958452548e-05,4.053996397745709e-05,6.510967741779336e-05,6.158834507277838e-05,1.850884932459248e-05,0.0001163796722510595,0.0002630694282627695,3.5013007208153553e-05,8.468064749598152e-05,3.5998427452052524e-05,3.057788697037893e-05,2.9686488790872415e-05,4.086574837926138e-05,3.681755582559699e-05,4.3805664603316145e-05,0.00021520299902408246
['470262'],2.8397740307254307e-05,2.5524129688474205e-05,5.144464163794578e-05,5.6443113580728496e-05,1.9955784922576566e-05,0.00012533307039327773,2.347986016030626e-05,3.8442990388051926e-05,3.13632137784945e-05,5.065293654298431e-05,1.9559866989043306e-05,3.9227126178908856e-05,3.943120647230949e-05,3.566212630505551e-05,0.00010508472546609652,9.698350843787159e-05,2.4897461797157415e-05,0.0001291182826982247,4.19195294191503e-05,3.635417562449872e-05,0.00010861922958369446,5.284687781248941e-05,4.851658598510803e-05,2.6667886121299283e-05,3.270730246929948e-05,7.641018999577731e-06,4.341006298115996e-06,6.234211620261163e-06,1.814131380935107e-05,5.705375920715661e-05,1.0280734408117719e-05,3.409520216472665e-05,3.3116421860400284e-05,8.111585893456864e-05,4.791237549997924e-06,1.6741899420774147e-05,0.00042685536172552217,3.018924231422886e-05,2.7675697155965252e-05,4.678142790011445e-05,2.8727745958452548e-05,4.053996397745709e-05,6.510967741779336e-05,6.158834507277838e-05,1.850884932459248e-05,0.0001163796722510595,0.0002630694282627695,3.5013007208153553e-05,8.468064749598152e-05,3.5998427452052524e-05,3.057788697037893e-05,2.9686488790872415e-05,4.086574837926138e-05,3.681755582559699e-05,4.3805664603316145e-05,0.00021520299902408246
['424428'],9.155946497049248e-06,3.918856275402101e-05,1.5104644349655929e-05,9.401716302836462e-05,6.052939502582465e-06,0.0005277795317633948,0.00038413741806383404,0.000535726662832289,4.862226041399739e-05,2.8881830368530046e-05,0.0004335347142160248,0.00025812528671396675,5.8973865820427784e-05,0.00022157288310845964,0.00012354106174257868,0.000276015256491988,9.383064784053275e-05,7.25854129762993e-05,8.076963722811177e-05,8.07870569433305e-05,3.9420555906353867e-05,0.00011973864657514493,0.00022256674928991836,0.0003470441180327727,0.00020726475369132173,0.0001330140544268597,0.0001111297612317695,0.00010899815155424356,0.00011557528672707412,0.0002278415261300526,0.0001986384755282745,8.001935201925642e-06,2.555279464537059e-06,0.0002656685908275752,8.404629202288024e-05,0.00024316042153381062,1.09564293598162e-05,4.606799963534924e-06,5.74223648474109e-06,0.0002584917084159443,4.829852289264835e-05,6.354198701684035e-05,2.3436074986771167e-05,2.5321714163958582e-05,5.341910473384859e-05,5.4952206145613056e-05,6.488470539019098e-05,2.1656546692781628e-05,1.7089166813948077e-05,1.970716831316744e-05,1.4828180804813891e-05,1.174041929582525e-05,1.580391642127042e-05,0.00010744354031796814,1.781778024539645e-05,0.0001867765987389138
['424428'],9.155946497049248e-06,3.918856275402101e-05,1.5104644349655929e-05,9.401716302836462e-05,6.052939502582465e-06,0.0005277795317633948,0.00038413741806383404,0.000535726662832289,4.862226041399739e-05,2.8881830368530046e-05,0.0004335347142160248,0.00025812528671396675,5.8973865820427784e-05,0.00022157288310845964,0.00012354106174257868,0.000276015256491988,9.383064784053275e-05,7.25854129762993e-05,8.076963722811177e-05,8.07870569433305e-05,3.9420555906353867e-05,0.00011973864657514493,0.00022256674928991836,0.0003470441180327727,0.00020726475369132173,0.0001330140544268597,0.0001111297612317695,0.00010899815155424356,0.00011557528672707412,0.0002278415261300526,0.0001986384755282745,8.001935201925642e-06,2.555279464537059e-06,0.0002656685908275752,8.404629202288024e-05,0.00024316042153381062,1.09564293598162e-05,4.606799963534924e-06,5.74223648474109e-06,0.0002584917084159443,4.829852289264835e-05,6.354198701684035e-05,2.3436074986771167e-05,2.5321714163958582e-05,5.341910473384859e-05,5.4952206145613056e-05,6.488470539019098e-05,2.1656546692781628e-05,1.7089166813948077e-05,1.970716831316744e-05,1.4828180804813891e-05,1.174041929582525e-05,1.580391642127042e-05,0.00010744354031796814,1.781778024539645e-05,0.0001867765987389138
['416595'],0.0003954224393413144,0.00013836312726748644,0.0005349709625251667,0.00047148048509948644,0.0001683473799155748,0.00030257447251596023,0.00010436452549194951,0.000355191573162846,0.0002500705950681736,0.00025897081941387125,0.0005016978870566302,0.0003449467930503132,0.0004186971529362336,0.00011195569159701853,0.00012994258378442157,0.00036323339685418046,0.0008441214182972195,0.0005975210258109061,0.0006313361763356967,0.0008134905386119715,0.00046340423274087925,0.000684073473906113,0.00013920718219835753,0.00023585259284905025,0.0002410385986324462,4.906338515518332e-05,0.0001382176405320133,0.00015907294811698646,0.0001160288195723079,0.00026276477644670816,7.600400080287029e-05,8.288961138516454e-05,8.299547700816367e-05,0.00023655422470948478,8.664154569579579e-05,0.00020627452548376278,0.00018973328891389027,0.00011918869692890356,0.00012162245144730309,0.00025645773328985237,0.0019061757185494467,0.0004310455735081361,0.000581214659671925,0.0008680803035182724,0.0005777143316413643,0.000950463157887976,0.00032920946048034023,0.0005950303159598195,0.0005341852492141083,0.0006372860295404724,0.000684358242906919,0.0006067280971806834,0.00014391850516174662,0.0003823361566504303,0.000605543780339888,0.00041917801549038673
['416595'],0.0003954224393413144,0.00013836312726748644,0.0005349709625251667,0.00047148048509948644,0.0001683473799155748,0.00030257447251596023,0.00010436452549194951,0.000355191573162846,0.0002500705950681736,0.00025897081941387125,0.0005016978870566302,0.0003449467930503132,0.0004186971529362336,0.00011195569159701853,0.00012994258378442157,0.00036323339685418046,0.0008441214182972195,0.0005975210258109061,0.0006313361763356967,0.0008134905386119715,0.00046340423274087925,0.000684073473906113,0.00013920718219835753,0.00023585259284905025,0.0002410385986324462,4.906338515518332e-05,0.0001382176405320133,0.00015907294811698646,0.0001160288195723079,0.00026276477644670816,7.600400080287029e-05,8.288961138516454e-05,8.299547700816367e-05,0.00023655422470948478,8.664154569579579e-05,0.00020627452548376278,0.00018973328891389027,0.00011918869692890356,0.00012162245144730309,0.00025645773328985237,0.0019061757185494467,0.0004310455735081361,0.000581214659671925,0.0008680803035182724,0.0005777143316413643,0.000950463157887976,0.00032920946048034023,0.0005950303159598195,0.0005341852492141083,0.0006372860295404724,0.000684358242906919,0.0006067280971806834,0.00014391850516174662,0.0003823361566504303,0.000605543780339888,0.00041917801549038673
['413961'],0.0006482839304902916,0.00026899166978088977,0.0008258686425297168,0.0023147419326747885,0.0002484542511450646,0.00013089147551801538,0.002900453313920185,0.00033438440130291447,0.00018289021999234515,0.0011905634755562447,0.0015432819729104038,0.00015196012870682813,0.00033871060471937775,0.0010340067878394784,0.0023886822247562384,0.0011174644723463349,0.0003365144480626472,0.0016825508108905146,0.00010751745411690015,0.0019460021401316817,9.358837013738687e-05,7.776267305741685e-05,0.00016877841202629263,0.0017890083604763145,0.0008324363992593993,0.0007988886443505875,0.0004888841292938235,0.0006059251487692544,0.0009518142645306196,0.000506947395639367,0.0007768379937133952,0.0009370092166341842,0.00031951214424571383,0.0007451660261446814,0.00044039458480397585,0.0011196480970919866,0.000689631513038187,0.0003594284141762248,0.0009843699495235669,0.0009614511987335431,0.0002414926144632417,0.00029461978168834576,9.706796149066313e-05,0.0001535998485550015,0.0002612313337842236,0.00016083145684018597,0.00010403521081909703,0.0011502774602417097,0.002274899683785118,0.0018061400790481148,0.00030745437035970046,0.001132279580944518,6.218700840322384e-05,0.00023462341464821544,0.00012368146970341047,0.0009239025647543217
['413961'],0.0006482839304902916,0.00026899166978088977,0.0008258686425297168,0.0023147419326747885,0.0002484542511450646,0.00013089147551801538,0.002900453313920185,0.00033438440130291447,0.00018289021999234515,0.0011905634755562447,0.0015432819729104038,0.00015196012870682813,0.00033871060471937775,0.0010340067878394784,0.0023886822247562384,0.0011174644723463349,0.0003365144480626472,0.0016825508108905146,0.00010751745411690015,0.0019460021401316817,9.358837013738687e-05,7.776267305741685e-05,0.00016877841202629263,0.0017890083604763145,0.0008324363992593993,0.0007988886443505875,0.0004888841292938235,0.0006059251487692544,0.0009518142645306196,0.000506947395639367,0.0007768379937133952,0.0009370092166341842,0.00031951214424571383,0.0007451660261446814,0.00044039458480397585,0.0011196480970919866,0.000689631513038187,0.0003594284141762248,0.0009843699495235669,0.0009614511987335431,0.0002414926144632417,0.00029461978168834576,9.706796149066313e-05,0.0001535998485550015,0.0002612313337842236,0.00016083145684018597,0.00010403521081909703,0.0011502774602417097,0.002274899683785118,0.0018061400790481148,0.00030745437035970046,0.001132279580944518,6.218700840322384e-05,0.00023462341464821544,0.00012368146970341047,0.0009239025647543217
['407347'],1.430616640163945e-05,1.899270256280404e-05,1.3238776518227844e-05,1.2305911391147201e-05,6.620402580949571e-06,1.3447754334042675e-05,8.977593590705334e-06,2.2431523566468933e-05,1.2155565103499347e-05,5.618349980504325e-06,1.685027502519315e-05,8.007372086979102e-06,4.496541088947573e-06,1.1497625420755602e-05,1.8290062976694016e-05,2.3264553356764855e-05,3.90739525001652e-05,1.6401511585990707e-05,3.937629437070813e-05,2.0987072401582597e-05,1.0020572964205058e-05,1.2457897622463722e-05,1.2273295945298977e-05,2.3413500018361064e-05,6.168170628721153e-05,2.8151122630023217e-05,3.8634956053232367e-05,2.4333535679083894e-05,1.0280077825298941e-05,8.217235368624848e-06,8.536681249597749e-06,5.566563618730882e-05,3.577391250351882e-05,1.1564873208019257e-05,3.62337339718593e-05,1.5040850816524369e-05,1.5321185771450294e-05,5.116488470138787e-05,8.84869228796168e-06,1.6448668411004323e-05,2.0558293201517602e-05,2.732041050654717e-05,2.096463435180257e-05,1.103767027659733e-05,1.3011171307386794e-05,8.662847784101421e-06,1.153331522655148e-05,1.9080657879102754e-05,1.7939374118124598e-05,1.909405641009112e-05,2.496495977307649e-05,1.098567805537934e-05,6.920058077952729e-06,6.991795457264813e-06,1.6774788231031778e-05,1.7822194536155898e-05
['407347'],1.430616640163945e-05,1.899270256280404e-05,1.3238776518227844e-05,1.2305911391147201e-05,6.620402580949571e-06,1.3447754334042675e-05,8.977593590705334e-06,2.2431523566468933e-05,1.2155565103499347e-05,5.618349980504325e-06,1.685027502519315e-05,8.007372086979102e-06,4.496541088947573e-06,1.1497625420755602e-05,1.8290062976694016e-05,2.3264553356764855e-05,3.90739525001652e-05,1.6401511585990707e-05,3.937629437070813e-05,2.0987072401582597e-05,1.0020572964205058e-05,1.2457897622463722e-05,1.2273295945298977e-05,2.3413500018361064e-05,6.168170628721153e-05,2.8151122630023217e-05,3.8634956053232367e-05,2.4333535679083894e-05,1.0280077825298941e-05,8.217235368624848e-06,8.536681249597749e-06,5.566563618730882e-05,3.577391250351882e-05,1.1564873208019257e-05,3.62337339718593e-05,1.5040850816524369e-05,1.5321185771450294e-05,5.116488470138787e-05,8.84869228796168e-06,1.6448668411004323e-05,2.0558293201517602e-05,2.732041050654717e-05,2.096463435180257e-05,1.103767027659733e-05,1.3011171307386794e-05,8.662847784101421e-06,1.153331522655148e-05,1.9080657879102754e-05,1.7939374118124598e-05,1.909405641009112e-05,2.496495977307649e-05,1.098567805537934e-05,6.920058077952729e-06,6.991795457264813e-06,1.6774788231031778e-05,1.7822194536155898e-05
['407150'],9.227477329057444e-06,9.367441535500634e-06,1.199486463060912e-05,2.0509852318578667e-05,5.485476424215359e-06,8.785866164907881e-06,7.510102330686193e-06,1.477386552136402e-05,8.815104464369756e-06,5.793923417395085e-06,1.8374420504858863e-05,5.308257900356933e-06,8.560722457804033e-06,6.138562724640702e-06,2.469158501853692e-05,6.893200994596993e-06,1.0632368027255836e-05,1.0643534114313117e-05,1.368085060541307e-05,1.0976502302082948e-05,6.428292090244755e-06,2.332880191722506e-05,7.660513576596006e-06,6.2375733639649165e-06,5.68822651639991e-06,6.23346286807657e-06,4.167366046191357e-06,3.6198648117645465e-06,5.215627720188433e-06,7.656969320764062e-06,6.700835819576728e-06,3.044214478993451e-06,2.7597018217000238e-06,6.550732376570348e-06,1.8965315302075114e-06,8.147127525617367e-06,5.5227530106390596e-06,4.2147318815319515e-06,6.683586728141269e-06,4.686986160124888e-06,1.0593356322179377e-05,5.728473170727632e-06,1.9089748352860877e-05,5.286951308958385e-06,1.9608384928033617e-05,8.312833732218536e-06,8.551914011524568e-06,4.29314802279812e-06,2.4145887438613203e-05,1.5678147235808765e-05,2.21166086580275e-05,9.979356401451461e-06,2.057314563715676e-06,4.159675778372737e-06,1.3471980185543656e-05,1.2921091038713025e-05
['407150'],9.227477329057444e-06,9.367441535500634e-06,1.199486463060912e-05,2.0509852318578667e-05,5.485476424215359e-06,8.785866164907881e-06,7.510102330686193e-06,1.477386552136402e-05,8.815104464369756e-06,5.793923417395085e-06,1.8374420504858863e-05,5.308257900356933e-06,8.560722457804033e-06,6.138562724640702e-06,2.469158501853692e-05,6.893200994596993e-06,1.0632368027255836e-05,1.0643534114313117e-05,1.368085060541307e-05,1.0976502302082948e-05,6.428292090244755e-06,2.332880191722506e-05,7.660513576596006e-06,6.2375733639649165e-06,5.68822651639991e-06,6.23346286807657e-06,4.167366046191357e-06,3.6198648117645465e-06,5.215627720188433e-06,7.656969320764062e-06,6.700835819576728e-06,3.044214478993451e-06,2.7597018217000238e-06,6.550732376570348e-06,1.8965315302075114e-06,8.147127525617367e-06,5.5227530106390596e-06,4.2147318815319515e-06,6.683586728141269e-06,4.686986160124888e-06,1.0593356322179377e-05,5.728473170727632e-06,1.9089748352860877e-05,5.286951308958385e-06,1.9608384928033617e-05,8.312833732218536e-06,8.551914011524568e-06,4.29314802279812e-06,2.4145887438613203e-05,1.5678147235808765e-05,2.21166086580275e-05,9.979356401451461e-06,2.057314563715676e-06,4.159675778372737e-06,1.3471980185543656e-05,1.2921091038713025e-05
['406852'],5.793997392663977e-06,1.4180072049152338e-05,9.68474255360292e-06,1.1321438479855425e-05,7.944483097139485e-06,8.33760768710646e-06,9.063916606000578e-06,7.5029578825775396e-06,7.423245864732426e-06,6.232857009621986e-06,1.3886658814732044e-05,6.297933102118394e-06,1.4181398818988498e-05,8.866812824481014e-06,2.5855498117053812e-05,9.86110697838181e-06,1.4442299903689176e-05,7.764545378474324e-06,1.2803873002501975e-05,1.0976502302082948e-05,9.54790442815765e-06,1.888522059965838e-05,4.200926800068777e-06,1.3831140937487424e-05,8.443461235281117e-06,5.228065631290026e-06,5.035567305814555e-06,2.513795008169824e-06,6.878581486045615e-06,7.37683629683367e-06,5.966497647568319e-06,1.3133611037943174e-05,6.132670714888942e-06,6.227239419702677e-06,2.395618774998962e-06,6.983252164814886e-06,8.284129515958588e-06,1.1173940337084707e-05,2.155692057386409e-05,8.13590050436773e-06,1.2299066238462496e-05,1.410085703563725e-05,1.9345414625443837e-05,4.730430118541713e-06,1.4568846745595071e-05,6.912777524686992e-06,1.0042614619038023e-05,6.105810521312882e-06,1.6834104622695122e-05,1.270017513515235e-05,2.010600787093409e-05,6.624950888358534e-06,3.1794861439242265e-06,4.3366832583034914e-06,1.1038332152026092e-05,1.1317093530458996e-05
['406852'],5.793997392663977e-06,1.4180072049152338e-05,9.68474255360292e-06,1.1321438479855425e-05,7.944483097139485e-06,8.33760768710646e-06,9.063916606000578e-06,7.5029578825775396e-06,7.423245864732426e-06,6.232857009621986e-06,1.3886658814732044e-05,6.297933102118394e-06,1.4181398818988498e-05,8.866812824481014e-06,2.5855498117053812e-05,9.86110697838181e-06,1.4442299903689176e-05,7.764545378474324e-06,1.2803873002501975e-05,1.0976502302082948e-05,9.54790442815765e-06,1.888522059965838e-05,4.200926800068777e-06,1.3831140937487424e-05,8.443461235281117e-06,5.228065631290026e-06,5.035567305814555e-06,2.513795008169824e-06,6.878581486045615e-06,7.37683629683367e-06,5.966497647568319e-06,1.3133611037943174e-05,6.132670714888942e-06,6.227239419702677e-06,2.395618774998962e-06,6.983252164814886e-06,8.284129515958588e-06,1.1173940337084707e-05,2.155692057386409e-05,8.13590050436773e-06,1.2299066238462496e-05,1.410085703563725e-05,1.9345414625443837e-05,4.730430118541713e-06,1.4568846745595071e-05,6.912777524686992e-06,1.0042614619038023e-05,6.105810521312882e-06,1.6834104622695122e-05,1.270017513515235e-05,2.010600787093409e-05,6.624950888358534e-06,3.1794861439242265e-06,4.3366832583034914e-06,1.1038332152026092e-05,1.1317093530458996e-05
['406846'],1.7310461345983736e-05,1.1000298316918177e-05,2.256811567536827e-05,1.2305911391147201e-05,1.655100645237393e-05,2.106814845666686e-05,9.927146758953014e-06,2.451997576058845e-05,1.2990680263281744e-05,8.515311689201867e-06,1.7697022513896326e-05,7.467549249654668e-06,5.707148305202688e-06,9.841187860138269e-06,1.9204566125528717e-05,9.095195756759922e-06,1.674597964292794e-05,2.9138855690004765e-05,1.525941029065304e-05,1.4049922946666173e-05,5.861089846987864e-06,1.5076436613172657e-05,7.495771349142328e-06,2.4227096544095618e-05,9.598882246424849e-06,8.143717617971002e-06,7.553350958721834e-06,6.837522422221921e-06,6.425048640811838e-06,9.151012115059489e-06,7.3433817200840854e-06,8.784733210809673e-06,7.5636272150296945e-06,9.947408423680899e-06,5.2903247947893745e-06,1.2086397977564225e-05,2.1823782058170476e-05,7.645327599057958e-06,1.242582321288236e-05,8.66650271117432e-06,2.2264003117800725e-05,1.1985728480291662e-05,1.4402533355506645e-05,9.275353173611202e-06,1.0903728067457946e-05,1.6713170977407793e-05,1.3024015834064938e-05,9.444925650155865e-06,2.1340203334830685e-05,2.0670629875144515e-05,1.993845780534297e-05,1.4843244395436207e-05,5.423829304341328e-06,5.752743097749529e-06,1.2689736174770153e-05,3.074328557486892e-05
['406846'],1.7310461345983736e-05,1.1000298316918177e-05,2.256811567536827e-05,1.2305911391147201e-05,1.655100645237393e-05,2.106814845666686e-05,9.927146758953014e-06,2.451997576058845e-05,1.2990680263281744e-05,8.515311689201867e-06,1.7697022513896326e-05,7.467549249654668e-06,5.707148305202688e-06,9.841187860138269e-06,1.9204566125528717e-05,9.095195756759922e-06,1.674597964292794e-05,2.9138855690004765e-05,1.525941029065304e-05,1.4049922946666173e-05,5.861089846987864e-06,1.5076436613172657e-05,7.495771349142328e-06,2.4227096544095618e-05,9.598882246424849e-06,8.143717617971002e-06,7.553350958721834e-06,6.837522422221921e-06,6.425048640811838e-06,9.151012115059489e-06,7.3433817200840854e-06,8.784733210809673e-06,7.5636272150296945e-06,9.947408423680899e-06,5.2903247947893745e-06,1.2086397977564225e-05,2.1823782058170476e-05,7.645327599057958e-06,1.242582321288236e-05,8.66650271117432e-06,2.2264003117800725e-05,1.1985728480291662e-05,1.4402533355506645e-05,9.275353173611202e-06,1.0903728067457946e-05,1.6713170977407793e-05,1.3024015834064938e-05,9.444925650155865e-06,2.1340203334830685e-05,2.0670629875144515e-05,1.993845780534297e-05,1.4843244395436207e-05,5.423829304341328e-06,5.752743097749529e-06,1.2689736174770153e-05,3.074328557486892e-05
['404049'],2.8326209475246112e-05,3.428999240976838e-05,3.207515653073994e-05,3.626141889924709e-05,1.9766630563120863e-05,8.714144808459654e-05,2.5983227603868324e-05,0.0002769132909239958,1.531044459601063e-05,2.396577413558876e-05,4.39461946636947e-05,2.7351023757771313e-05,0.00012322252022596713,7.795000285258034e-06,3.1093107060379823e-05,1.924351944324994e-05,0.00017632010311865927,3.6467190653958056e-05,0.0001733784720955233,0.0001506854236029947,0.00012421729127325894,0.00022495630420181305,1.4167831561016269e-05,6.219493441170816e-05,3.8217771907061894e-05,1.1763147670402559e-05,1.163389687895087e-05,4.022072013071718e-06,0.0001446769776295748,3.9498756374185344e-05,0.00015430280839326684,2.652815474551436e-05,0.00015464551319378282,1.7306873192420425e-05,0.00012956304874786053,0.00019096508804551475,1.8973328891389027e-05,2.7346748719707312e-05,3.906603510110741e-05,1.2734452963358186e-05,1.8942357491354647e-05,3.075749440898375e-05,0.00013644056746843868,1.372752269694458e-05,3.3444207938001263e-05,2.3188430937241175e-05,4.9742325534922714e-05,0.0001246920992399365,3.842937014877876e-05,0.000204779375627491,4.590871797196617e-05,2.431943996992373e-05,5.236800707639903e-05,0.00012417074717142447,5.145427270865706e-05,2.1119300525344738e-05
['404049'],2.8326209475246112e-05,3.428999240976838e-05,3.207515653073994e-05,3.626141889924709e-05,1.9766630563120863e-05,8.714144808459654e-05,2.5983227603868324e-05,0.0002769132909239958,1.531044459601063e-05,2.396577413558876e-05,4.39461946636947e-05,2.7351023757771313e-05,0.00012322252022596713,7.795000285258034e-06,3.1093107060379823e-05,1.924351944324994e-05,0.00017632010311865927,3.6467190653958056e-05,0.0001733784720955233,0.0001506854236029947,0.00012421729127325894,0.00022495630420181305,1.4167831561016269e-05,6.219493441170816e-05,3.8217771907061894e-05,1.1763147670402559e-05,1.163389687895087e-05,4.022072013071718e-06,0.0001446769776295748,3.9498756374185344e-05,0.00015430280839326684,2.652815474551436e-05,0.00015464551319378282,1.7306873192420425e-05,0.00012956304874786053,0.00019096508804551475,1.8973328891389027e-05,2.7346748719707312e-05,3.906603510110741e-05,1.2734452963358186e-05,1.8942357491354647e-05,3.075749440898375e-05,0.00013644056746843868,1.372752269694458e-05,3.3444207938001263e-05,2.3188430937241175e-05,4.9742325534922714e-05,0.0001246920992399365,3.842937014877876e-05,0.000204779375627491,4.590871797196617e-05,2.431943996992373e-05,5.236800707639903e-05,0.00012417074717142447,5.145427270865706e-05,2.1119300525344738e-05
['401853'],0.0004749647245344297,0.0006296811388129647,0.00046158016115566207,0.0006522133037308016,0.0003179684782450351,0.0005229383402031396,0.0003483133667163079,0.0005722359011887488,0.00045318916004191456,0.0004310327875668162,0.0008424290765107873,0.0001449424318216105,0.0004357321259078235,0.0011997479814047772,0.0007938718698384143,0.0010867322845787566,0.0004446987927399753,0.002538831854595295,0.0005291682855965542,0.00042544922922873506,0.0017304395104695623,0.0009702877205572381,0.0001085651278919735,0.00021659747507333247,7.136946707295512e-05,0.0001477933938076219,8.412870205748801e-05,5.922501039248105e-05,8.639800701703448e-05,0.00014193406545806554,0.0007650885829612607,6.192802025838105e-05,0.00012551532729806032,0.00012640487289604266,0.00016469879078117862,0.0007996719017452123,0.0016065866661271948,3.724646779028236e-05,0.0010463107955392987,0.0001307934439778247,0.00020423631892337358,0.0007064529374854262,0.0006094231717469114,0.005906266640360406,0.0002901857713415069,0.0015285113645725618,0.00649427642559573,0.0007222029007240393,0.0007176599854554016,0.0004052669679334478,0.0012218588533232236,0.00199813550401163,0.00037274799322594023,0.00020603670663939854,0.000281694759879658,0.0006814316080899208
