,woman_Pt070_RPLCneg,woman_Pt113_RPLCneg,men_Pt027_RPLCneg,woman_HCW099_RPLCneg,men_Pt025_RPLCneg,woman_Pt019_RPLCneg,woman_Pt058_RPLCneg,woman_Pt087_RPLCneg,woman_HCW045_RPLCneg,woman_Pt123_RPLCneg,men_Pt074_RPLCneg,men_Pt063_RPLCneg,woman_HCW008_RPLCneg,men_Pt013_RPLCneg,woman_Pt032_RPLCneg,woman_HCW103_RPLCneg,woman_Pt092_RPLCneg,men_Pt010_RPLCneg,woman_HCW019_RPLCneg,men_HCW237_RPLCneg,men_Pt020_RPLCneg,men_Pt116_RPLCneg,woman_HCW035_RPLCneg,woman_Pt122_RPLCneg,men_Pt068_RPLCneg,men_Pt007_RPLCneg,men_HCW012_RPLCneg,woman_Pt085_RPLCneg,men_HCW036_RPLCneg,men_HCW059_RPLCneg
Label,COVID,COVID,COVID,HC,COVID,COVID,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,HC,HC
649.0646@476.09,32916.39988,34360.99052,34132.29156,49549.33296,41747.60055,50035.81919,37733.50902,37601.54548,35839.37618,34849.96529,48975.29742,43242.26307,31009.50831,44229.09228,38102.84603,28927.03939,29290.18313,44210.08478,38080.98561,32662.53205,28844.4408,33683.08126,31468.56488,27061.1964,33185.60492,34010.21794,33041.67965,33489.16506,39879.12821,38491.747
649.2@342.51,1464.67727,281.92241,1453.13362,2611.44906,37124.27073,975.63981,1538.51756,534.83302,6103.27821,2022.14448,3573.89018,172.51387,3944.01184,16393.92665,9490.01534,6987.13123,1868.71648,2019.96329,5817.81334,2550.95517,23878.72863,6360.00214,355.5258,849.85583,4574.53916,1406.3652,415.39902,835.43743,7010.07377,3287.55145
649.5508@493,731664.33614,849976.55557,876431.79148,8697286.50985,1894736.36478,7214923.77538,1391009.10453,1310437.38807,1033679.77876,848212.86816,5315019.08574,1775920.32915,649506.46518,2973966.76339,1369438.70805,588733.4336,624075.55199,2671446.58044,1193948.85305,846226.09913,534561.3599,406627.79621,635401.55304,543762.14314,843415.51151,932782.65225,719676.06871,700728.152,1349839.2293,1667477.75062
650.3633@459.8,70080.30227,37594.13926,47217.57964,38359.25212,38432.94259,53797.30845,96066.54571,36409.54258,31654.57983,58901.8653,34892.83059,35627.60047,64749.32415,47347.59521,60298.15343,94971.32183,44583.1743,36500.80615,68573.41906,41936.05954,55937.75052,61947.12841,19127.04379,60352.23101,44820.20726,67970.04278,24358.53884,29344.10429,73344.879,57491.7101
650.5544@493.27,159453.60526,303190.5502,331902.97092,3481113.7579,717947.85628,2969138.21324,517149.06826,490868.70084,201360.01319,138959.0152,2036286.86148,355255.58452,242335.52277,1160380.11742,512476.60869,222594.3115,220868.49644,1032846.09214,447292.1166,317569.0446,196157.88569,146024.80464,229387.29098,190086.83252,312623.67464,331997.77437,269642.57309,115134.03554,144565.75695,297510.89891
651.0028@526.01,244075.99713,244212.08084,246859.22434,454500.61782,290539.60743,422196.45345,272774.64434,287260.41868,269333.59709,269689.64786,425646.93283,291525.08109,201901.1597,371082.37395,301344.45923,195108.40228,193576.66335,380847.99437,246788.44692,234496.69776,204524.27126,267737.22233,217523.00722,197301.01297,254569.41738,233053.08363,238120.63723,235853.99962,296509.5658,320651.9901
651.367@459.79,20944.98488,12184.8925,14180.78229,11145.75068,12231.54027,16980.88254,28974.23171,11772.1891,15521.32788,18089.53625,11289.71473,11016.21694,19360.55418,15134.94353,17438.74606,30369.87092,14158.70441,10813.61875,21404.07726,13832.7214,18257.81707,20720.92586,6160.25796,18059.23838,13994.50897,20654.47106,7519.43468,9305.12342,23086.57903,17052.70855
651.4217@478.84,15309.92337,14593.58861,10044.80021,11186.55399,26989.65726,15831.03089,14222.8581,11720.28662,9654.27819,21451.63669,17536.28216,23537.38721,22077.53838,16358.52849,15184.94134,13895.30376,12975.3184,15774.29826,9444.04573,8837.43591,15038.50566,13934.42602,3521.81658,15467.0175,11923.99774,15848.4206,2914.95433,10241.58763,17628.0909,13770.68611
652.0064@526.95,14980.71005,37756.05852,38179.47387,67434.7758,46685.49691,63420.72204,39170.54592,42353.86229,41392.2626,41408.51385,63616.81778,43579.9503,31088.1306,55472.43526,45368.98275,30974.77544,31555.7276,60309.84688,37999.63701,36159.29798,31019.9966,43947.69897,33290.27949,29815.31002,42397.31419,35747.58418,15739.15753,37062.9953,46882.89915,50173.1377
653.4053@476.87,42632.62868,47621.65526,45795.88083,36324.27961,36560.86647,36718.98628,44797.15379,42608.02884,41729.92363,43334.19822,39302.16255,37396.73027,40773.45158,40158.1124,41365.72534,39308.14199,44143.81472,40981.03171,42657.54616,43301.47065,43264.0639,44601.37319,36785.36227,42809.26188,42044.82088,43669.1179,43254.91577,38051.10377,43599.44199,35676.98719
653.4724@488.03,260806.08234,256607.62522,62246.20723,184777.08128,306099.15011,326937.66834,344072.11322,223652.6885,94121.12224,351713.24582,213528.59489,585741.32198,252305.37821,236842.51705,241483.01338,139514.34399,213092.90871,221872.40556,92268.32157,100740.84174,268239.79422,169643.55,28348.4422,282636.92943,196056.98951,293323.5552,23250.23783,139912.74535,208175.05556,179367.17068
654.4081@476.78,15897.65376,15718.10836,19508.59732,14877.76702,13746.69874,16521.57055,15479.28994,17606.59816,14586.55316,12329.8055,14736.75135,12867.63438,14405.56677,13768.4132,15951.29646,14201.19377,16730.64654,15817.23682,19393.71068,15541.08068,12751.46825,15206.54834,20129.80993,17941.79623,14237.74399,14254.65623,15548.70904,13520.20853,13385.73535,15198.12916
654.4754@488.03,88538.06191,87924.73891,21693.67572,63360.64792,110456.10404,115258.75548,118767.84721,74745.56209,31673.48381,125831.46574,70788.48179,212159.97206,86529.06792,79313.85603,85964.54379,48744.16761,74488.70561,76304.65362,29078.84326,32787.41213,93166.7212,56421.37618,7524.32991,99775.38781,68698.88204,101294.30158,4860.28578,48459.07193,74154.35225,61973.18999
655.4199@524.35,168360.50705,173735.82094,101200.03888,218526.42068,185419.9223,205776.3934,174547.21269,104606.33387,182770.17456,187968.32381,117911.67788,113972.86618,158038.78552,130756.20093,114566.4881,69023.30051,160699.73427,205497.77393,131487.02657,87362.26989,73120.27381,97906.3081,100036.10087,160308.11025,173460.56105,106909.31576,101980.98468,101029.79557,189388.50882,187891.38044
655.422@477.2,391129.42805,406657.64805,399445.90866,319562.62938,351259.35392,346626.15875,385119.15155,388912.06553,352324.52069,385358.83164,336959.81407,372939.32668,353905.42145,352171.29568,370452.3785,367483.51044,369551.2989,356562.33991,368930.53945,374304.11596,344491.13616,381720.17035,340051.7853,380210.22136,356979.12361,384687.87935,357682.87727,351410.94332,371542.82287,355283.09071
655.4761@488.09,16626.26109,22020.76976,2264.05904,13038.38891,23637.48928,22044.63644,22733.86804,15215.76696,6778.20609,22897.70637,13491.58506,48192.67306,15527.64084,16178.7264,14879.22225,8016.16155,12961.61714,16387.53354,5165.24542,5702.91071,19742.78033,9821.36802,902.96884,19340.19866,11816.06327,23613.93548,1087.3625,10286.95509,14619.92273,13536.67048
655.9722@500.67,7346.27171,7724.3015,7611.77673,11531.79477,8529.30057,10551.96198,8760.83119,7978.36135,8627.06016,6629.7049,10323.1665,8874.32975,6010.83296,9985.95341,8476.67505,5166.0884,6080.5946,9786.70137,7728.34407,6984.46837,5341.66464,7189.79851,5791.14668,5616.42211,7159.78022,7235.47447,6576.25553,6820.93854,8166.16633,8377.54914
656.425@477.2,150415.3706,154823.14635,151810.82714,126102.25186,134874.35667,134359.91658,146630.67896,149929.19,134227.02773,138593.65029,129293.11761,143036.07428,133229.85332,135907.68107,141937.62732,132834.81334,140476.42695,137567.16947,134086.77313,142968.50175,129500.95489,146244.51657,134127.96544,144694.96259,134985.86754,149666.03837,138178.21053,137087.54558,136325.42644,133241.7068
656.9931@518.27,24933.92519,25391.60492,26524.38413,40112.36001,31680.65794,42956.42754,12263.67045,14203.03069,25932.42619,26849.38285,39853.35638,32218.23724,18831.97456,41074.48409,12598.66125,22730.16893,20166.2296,15723.55525,26654.80251,24425.80702,24333.24644,24936.27544,24833.28174,21334.06622,27414.94957,24584.68117,11042.79107,25026.11417,30992.16162,35293.97947
657.381@641.33,8430.06677,5982.2868,5072.88621,3301.47144,2751.9852,2759.90434,5672.75126,4936.11334,20398.97166,6740.14912,3751.925,1778.20064,8100.83669,5728.56132,7849.11601,8847.47657,7091.18235,7825.22538,7444.24665,3560.34821,13382.15016,8855.90128,3643.06735,15420.68269,4961.57946,15808.13654,4700.31096,4340.55576,12198.39201,3915.9061
657.4269@477.18,31444.29746,32548.37687,29426.10566,23763.63463,29821.60689,26321.78824,24479.41169,29702.67965,29251.96474,31853.42083,24581.8594,28315.38447,28121.33197,26746.89773,28567.81023,29982.01795,29982.2104,29774.42551,29212.65604,29567.3367,28035.88738,27053.10603,22362.08296,24784.14694,30727.27537,29856.83299,30232.82968,29386.39271,31322.47118,28278.87001
657.4963@485.62,274687.73432,255392.28645,303098.66518,255850.18612,139082.90384,354679.84551,231099.26323,173391.23424,240892.42923,165590.94937,154038.73607,362955.68631,477543.27579,113104.76275,191303.63332,90499.33036,658974.61457,121133.35723,401921.01213,100527.60405,72239.89337,328641.41971,357053.08779,423004.94631,95978.49085,343062.44713,154630.71424,249039.30294,381362.41791,152740.03081
658.4992@485.09,112330.40971,97614.26427,119114.11395,80308.01294,42900.18278,125603.68723,101293.49245,70510.22525,93221.46675,59479.56062,51522.33358,126137.98034,179429.44358,37387.42293,75216.15162,39996.78505,258309.83428,41437.61322,166981.38687,46016.02163,21421.51664,125098.37495,135731.72655,167362.14954,38735.71297,127487.34364,71312.00411,99585.54063,147867.84391,59064.39386
659.514@498.95,342268.23042,2866306.92548,2288020.17148,3017934.37587,3600906.73077,3314436.83934,0.0,3021760.79558,2087434.8352,2131609.86403,3954145.7407,4203500.57567,843137.55627,4400782.1838,5169993.06237,3107820.64827,3848368.23015,1755554.02011,2425298.89423,1657775.88738,2779915.18036,2697535.61959,6893918.18656,3058858.47235,3483901.66681,3924422.83112,2895782.54617,3016398.45215,6346817.4483,2254520.72775
659.5343@479.28,35284.27834,50299.15487,18279.44404,13308.31779,6123.18719,40928.84917,55311.86561,62119.40011,33233.40727,37336.69442,33036.53134,45980.3908,40094.46278,22739.63254,57710.2996,38321.26237,48207.19598,26728.53841,47030.73381,43366.38497,73697.38074,44603.59205,9076.20395,41634.90023,37236.42562,42392.0915,21207.91275,28557.9213,66381.34206,36084.97945
660.3477@391.07,30917.67748,19089.15348,20456.80585,38605.33955,10332.63365,21836.39283,31827.94839,15294.49081,54015.89625,27715.96468,19152.45143,20205.87433,22306.92683,19338.51295,28317.16688,41352.54664,22753.32665,19617.74998,47697.4301,14447.24685,27077.98331,38477.83615,12930.27898,31918.9739,23555.48226,32721.79819,13926.45356,8418.83765,36479.2366,36006.63278
660.517@498.89,129158.81177,1071041.49638,860940.72347,1090632.88205,1381224.35689,1072673.36735,0.0,1112359.05493,769810.27495,779627.99354,1479374.3109,1584523.93609,328250.23118,1655537.0975,1959906.8953,1193512.65143,1453798.9391,650480.33828,890106.08387,657762.65764,1047871.13503,1000793.39058,2657659.03728,1150347.121,1315972.58982,1466563.56426,1095911.21584,1135024.15634,2401157.71719,843004.74593
660.5422@479.46,20408.74537,20402.01352,16467.71545,4485.8783,16286.77058,16687.72215,23552.27778,19477.66065,11938.47426,20385.33114,13783.98392,18727.26128,15716.11916,12029.52696,16637.55836,11125.25655,20533.38884,12873.05401,17256.7135,13523.53899,27805.7232,18895.16556,2564.96302,18965.37314,19314.80932,22164.80486,8890.39217,16097.42694,15225.46927,14253.30208
661.065@482.62,14811.45469,16582.10215,17616.86793,56803.58684,39975.23126,51349.41309,18170.99541,19397.84761,19343.18799,17393.91564,23485.89985,21579.76004,33196.55958,19907.4393,44177.59967,16061.96147,14183.02593,51132.00862,19592.96242,16390.49573,28060.64264,16786.90245,38072.81036,27370.61374,16983.98485,16398.72278,35237.15842,33338.62257,40452.24157,46127.68122
661.2498@155.37,32341.18602,8768.06732,20436.83379,18415.07788,11515.48309,3064.00394,19936.71014,36615.36321,16533.69871,28835.0613,8457.62592,23356.79322,5238.18914,29987.96694,41678.4996,26760.11425,21103.16871,34964.2588,8988.14073,2754.33327,32083.69705,30983.85075,1567.87945,18033.87797,21870.34352,46684.78068,5814.62206,5736.46288,6155.25446,25522.21326
661.521@498.43,1649.40592,240454.98578,202305.68719,257018.961,329212.03319,309688.18388,8774.24233,266598.35518,178210.92629,204593.99069,378268.26805,407756.98914,97844.48635,400630.45064,435824.70663,270026.91243,316314.92459,174721.16924,210985.12691,169087.17678,266953.40483,221464.07678,582560.80817,268851.86754,296236.69113,317445.34718,243367.45614,251379.8227,549743.06415,204392.54727
662.3633@420.84,28974.96499,23687.22672,21612.38328,28534.83047,16491.41561,17564.81878,30633.2936,11846.41924,42479.03664,27973.10718,15788.1845,13435.40873,21629.51047,17874.65374,22245.81633,50907.99769,19498.17289,14106.35881,30785.2894,16882.44816,24199.06095,33010.15203,11056.60389,23327.66595,17830.0861,44679.07715,9449.09946,6291.6691,33813.15393,22074.24896
662.5271@498.42,1581.86506,30356.23199,30871.5043,32939.95888,48688.33217,48275.65526,2559.86215,36298.94859,28034.36838,27871.87153,49348.18323,60565.20116,3987.62692,60040.22935,77010.97557,32550.44969,47068.16432,27987.54267,30363.57795,13415.60572,43755.26128,34082.35122,92928.68515,41252.58994,47541.27429,39900.94046,37822.76916,39555.15636,74397.31308,23699.17026
662.984@516.87,49638.96445,52408.55786,51986.51479,88192.63288,63589.67358,89045.16599,60225.86959,60675.98041,55742.11368,54701.30397,86488.82077,65797.64436,44837.22953,78884.18643,60986.69079,43712.19668,43430.65458,76863.21489,56826.90872,49237.09407,44483.03815,51486.09871,46489.03178,45248.72452,51388.07621,52139.36287,45601.44394,49135.80879,62045.18459,63803.97175
663.0792@477.66,21535.88291,26330.43886,23918.12264,39907.38757,32683.45429,35077.29305,26631.91015,29721.65727,28935.45698,22110.00503,35416.85065,27293.02617,22722.92371,31040.08396,28158.5294,21849.73297,20572.38304,38990.41446,29384.30836,25121.36011,22562.39634,27742.21523,22703.94734,19602.79498,25717.88599,23467.64826,20568.82384,22282.47839,31939.00495,31326.52271
663.4698@504.52,7074.09338,1242.758,17781.61767,26416.20651,1131.29347,11893.5268,30945.97882,6282.58193,16406.73261,2630.80395,3327.20037,1562.90193,25978.00529,295.50527,2563.12878,20006.58464,4944.62178,8936.15681,45155.86136,12718.21011,11457.63957,1594.4935,4488.62225,2541.08904,460.62554,10562.65836,530.4945,229.37081,7895.31832,2531.62604
663.5667@640.82,8678.41396,9890.37568,8100.84592,103863.14139,19677.14538,83414.2206,15238.37173,13486.15031,9995.99388,8418.40092,53819.98143,19472.24355,8359.66708,32790.99369,13984.55693,7105.86513,7414.75605,29516.45071,13333.91682,7624.07674,7199.50211,8701.31472,8384.027,8279.02953,8779.87376,8824.69532,6214.31104,8777.4163,13562.72346,18891.40945
663.5669@492.1,1237303.84335,554511.68404,1253159.18577,8649550.90799,2110665.08871,7306580.88775,1797577.40781,1639621.18219,1388743.31729,587388.25273,5252804.15527,2296597.97593,1256208.75907,3513712.01548,1529512.29667,1263336.95825,1312255.99081,3295470.00868,1489602.45719,1305246.77417,1233255.34473,1355791.89733,1313103.10176,1296112.63172,1354526.32869,1278471.4533,1345538.02706,599745.36024,1656196.44606,2007782.86724
664.379@459.8,85739.93308,41565.13887,53384.62889,38511.54788,41962.54337,60565.38827,112231.74606,42566.61024,33481.63592,69462.45122,37363.48676,38476.70375,71881.95889,49469.75168,66969.76221,120165.56235,47789.15101,35780.09293,82485.59916,48094.90172,63687.99041,76040.25456,21389.30792,70322.65763,54048.96954,73523.47184,27356.60022,30209.38295,82780.07214,61518.34259
664.5707@492.5,489567.02213,206912.52981,494193.88217,3524023.32213,838290.85768,2987695.4252,329928.84412,641098.24024,545572.5277,239753.29724,2115660.32477,908615.01405,489111.48402,1400935.63194,602567.49923,501212.64994,520148.24135,1316082.45051,596399.56665,508342.71257,501017.64052,243498.4008,574754.95416,492206.5937,254622.02407,212591.63331,521498.61839,525082.41191,633030.48085,801617.72603
665.005@497.59,25818.63555,31315.90172,30087.03583,44932.28254,32602.67067,44685.37262,40039.60374,33730.18261,30693.87882,32213.83458,43930.6929,39836.8604,26241.93175,45336.74402,33264.35343,22835.41874,22130.05703,31309.82966,36916.68924,24392.29467,26159.33822,31086.69752,23195.55344,22335.90707,27636.66605,22482.68869,27672.05613,30299.79634,36958.24719,31552.91173
665.3824@459.74,26119.58552,13597.44324,17109.96457,12601.69392,7702.07273,19827.29665,33958.6781,13228.5743,18758.81232,21486.07402,12823.83817,11767.87053,23229.79235,15798.85527,22036.7358,38982.13375,14795.6228,11265.69176,27360.25793,15069.29916,21232.91397,24203.99441,7029.2324,21055.58658,16161.97546,22400.93502,8494.45546,9702.94518,26535.6247,20820.72742
665.4824@479.63,37259.77797,37953.27388,17581.54256,43312.98415,42598.46946,83886.03893,55824.04404,36674.57174,22134.49747,39578.5821,55852.91567,67651.14903,25680.77393,41389.04094,34618.9237,14495.24526,24118.59531,43217.1888,29605.69661,18932.16176,25595.69226,28206.08137,8614.67643,23537.13489,31302.49857,51421.24282,10298.69379,20460.71236,35750.61384,34770.06715
666.483@479.42,13331.7035,13546.28007,6925.88819,13346.28842,20789.33051,29597.16932,21118.73296,11437.27334,10327.98863,18169.93817,19144.25436,29320.52807,9561.62309,14922.69668,15333.02513,7039.66283,7626.38725,20605.1194,9236.83852,7982.66772,17444.92121,12129.99058,4120.56647,9835.82481,14551.89575,17813.98517,5465.15185,9464.13952,14723.63968,14476.36693
667.0193@506.33,19800.52223,26469.03748,24722.8032,39509.11762,41364.93732,37313.96259,29078.87083,27454.34815,24472.14625,23388.56373,31330.32905,21015.52925,24040.47664,30257.27281,29735.53976,16968.07786,22752.55826,31237.60953,26352.39285,24972.16514,24580.3458,21390.2447,20754.94521,21173.28226,21157.05238,25376.66977,26678.92815,25409.14862,27037.92537,30248.77701
667.053@498.83,20089.85644,31792.30342,25664.80318,49222.10306,37157.47895,45716.31469,30713.43371,34039.01157,28847.47176,29226.7255,40993.44554,36608.99949,25825.37855,44119.21684,34327.99118,19057.42438,25038.19338,43854.14633,27916.73977,21704.91218,20529.55547,27661.15712,20424.66228,18844.30412,28142.68902,27537.00719,27111.61095,21753.38535,36865.19535,30577.00786
667.488@487.93,173962.13155,188842.83177,79284.3084,141081.89528,230264.2114,211258.22366,232687.62485,152735.42006,98667.02394,272841.00331,154551.12534,425809.90911,204436.06983,170972.09282,183037.7192,121527.09902,150941.60691,193425.23583,80851.5769,93536.95542,203220.85469,131347.91971,45599.577,196924.59751,150516.53365,212475.00103,30042.54593,126954.4984,169413.19435,152446.28167
668.4912@487.88,66835.0709,76101.97871,33476.55509,60071.70685,75812.11846,88514.09245,89428.96186,77765.58446,38535.20418,92544.46951,64455.88406,162144.44834,82341.63675,69614.97696,64079.70373,45013.36061,73056.33666,75220.60031,36259.43131,35360.71178,72590.78865,47846.51968,56811.29114,75877.41283,51392.13044,86057.2641,16949.11637,49250.90443,53517.56915,56291.51807
669.1931@485.5,36255.00098,26623.83471,35831.32047,33495.0508,27070.74157,30122.88449,24569.46614,25940.59148,30541.2818,35287.22251,26765.51979,35266.0976,39702.19063,32995.07649,33308.47683,35073.27185,33321.10672,32412.01923,28395.23684,31210.61093,40171.35887,31341.41284,38484.49843,36937.07765,32404.39176,32770.80423,33199.46409,33679.72827,32079.49676,8950.32555
669.434@479,27797.36922,24234.5735,23330.12335,24258.63067,44614.08309,30673.11192,32063.02051,28929.64134,17492.18455,41882.98133,44002.54648,38282.20081,35470.09443,23701.98188,37268.66044,26923.69333,23486.0132,29957.71972,19372.44283,20735.24678,24685.22807,23538.44135,12826.17375,27985.14589,25909.51649,33316.19327,9490.83795,19056.57944,40393.11489,24545.32735
670.4625@487.37,12298.44951,7037.05257,4011.23075,12205.4519,19561.8423,22844.12314,19386.34765,14898.05063,5358.8032,24035.02525,15235.05037,69724.59123,9810.69995,14606.19944,19631.41854,9863.77154,10626.33556,11180.19497,15884.87532,4811.79923,11521.39872,16748.67661,138.61181,71944.09527,10111.00443,16525.81162,40934.52329,7279.58382,15006.30293,10201.14632
671.009@526.45,172948.94866,170273.28899,167072.55618,320730.11049,202346.69178,297104.36495,137104.91085,196298.27704,186478.0487,186821.61598,297735.60267,203993.84916,136154.26723,260042.21462,208645.27,137385.57251,135829.75915,266392.34298,171572.60478,164591.30934,139851.60469,187722.56668,150184.76003,147234.31187,180780.33609,164965.22514,161535.19785,164737.93347,208000.12574,223362.4719
671.4651@482.83,1081585.14501,922632.42698,1184162.44652,689166.25329,214353.89658,69163.62401,648956.43877,920789.44276,1171645.52238,361182.88585,695653.2655,788155.85873,496289.86987,738078.64684,974377.92467,376897.71343,1152205.25661,802940.34123,1280681.9863,1183261.02151,958743.51023,889127.44497,714414.23855,1270386.42123,914439.33484,776506.28854,1305515.46976,1073893.79939,172993.91644,1133131.14503
672.0124@526.54,27939.98221,29070.79401,29274.85666,54017.60945,33253.60425,51270.29034,31826.16649,33883.64761,31817.03217,32030.59449,51766.1236,34272.77906,21926.15192,44693.92998,35903.98301,23681.00454,22618.24195,44607.13223,29993.93583,27532.87014,20746.07652,32524.52561,25701.39495,22970.60834,29860.01079,28006.42478,28001.89376,27868.41613,34877.69,37247.44287
672.4674@483.23,389624.96057,213121.41355,428536.16871,238857.25285,46352.86806,51148.83032,67940.26303,144176.46063,438650.54193,60248.1572,241908.6156,71688.47797,175899.66912,257603.60278,353949.09252,103814.38811,433979.26837,280760.22391,465111.88287,440969.10774,360623.54518,325347.39109,275582.10839,480478.76753,342850.04908,274436.50933,490061.24882,399272.25122,46122.04748,421016.55828
673.0544@500.53,15638.70517,16152.48361,19496.53742,23273.41043,14867.7583,24001.4499,17796.1209,19652.21434,19838.45581,18644.7426,22830.99954,19435.86743,18403.72394,24120.21238,18217.79201,12028.82776,15312.92779,23928.42032,21140.74502,16755.40411,16256.64409,13694.18566,18443.47181,14695.16938,16527.80428,18333.81226,16142.23471,16374.95214,20504.04402,20147.94597
673.4788@482.36,147883.21584,330082.95528,324211.88769,21052.55311,140298.5884,68923.59851,164714.83369,63243.58294,202259.39862,382118.40521,5875.125,268019.29787,121607.97118,127547.49125,222674.81315,71231.5269,88734.81257,127158.49715,73580.07907,135815.03108,373323.6407,394180.7597,174164.1502,255109.55795,246015.99955,95184.31229,217114.74685,400187.55398,191244.95938,161571.51284
673.5275@499.23,893965.59674,7973.98828,858945.14659,1280950.57541,1639784.20689,1236165.12056,1560032.62256,2196595.71651,850356.65333,505314.01127,1200138.45401,809794.76885,1279055.25299,938164.64932,3008987.48204,2452489.80196,188821.10565,1314537.29948,1412793.80745,1757998.5726,895117.70704,565525.25797,1496876.83119,1318517.39489,1127126.29556,706994.58412,462248.15151,2948.50488,1175308.95473,1537831.82812
674.5308@498.92,335927.25404,5574.52984,335220.77536,251013.67283,559147.89762,335019.57046,580074.81821,823863.64479,324254.06426,160687.44149,445074.84176,310072.42234,489624.76898,351176.48654,1166740.51967,965938.34359,38474.94881,483434.69463,524858.67563,676638.19038,43399.8639,208367.52067,577141.15379,514561.72768,437155.52005,261771.5985,166481.91887,4796.50375,458743.0331,584105.96135
675.5632@494.83,51942.46998,120690.34225,172995.53214,4429608.96136,986182.26913,3796221.61366,746275.45163,717441.81655,443687.35443,376900.7433,2723469.36186,945183.32201,184064.70771,1511241.98888,529959.41224,341353.09902,198814.6394,1357550.91789,609892.35363,309404.51339,126826.52579,312740.08551,181935.87573,85798.64988,239257.81306,190651.79,283964.24224,266393.39426,665142.25094,826792.0371
676.9997@518.42,47997.39612,52056.75952,51920.2163,84912.60874,58191.96677,81108.22592,56734.65137,55991.22623,53989.28514,54114.34401,79627.42897,63541.91689,45679.45438,74304.50922,60689.95854,43339.81845,42002.09188,72554.32448,52418.282,50070.21211,45571.69343,52793.70416,44921.27903,42721.63192,53342.65429,51592.43384,47237.23373,48372.33947,59358.17885,62568.96372
677.4022@476.97,16115.08201,16674.66564,20674.3002,16915.02885,16878.13532,16139.31405,15877.81969,16208.13138,16874.13307,17638.5635,14193.88194,16924.79278,17654.90746,15528.46657,16258.60844,18248.36827,14704.02166,17357.13085,13373.65833,14194.0503,15038.94382,14024.66708,19817.21664,17903.25929,14173.68186,15035.23902,17656.7607,16119.29131,16142.28539,16428.01549
677.4839@504.04,6593.17188,1225.7525,18290.38386,29191.48124,336.15968,11454.1551,34693.47361,4690.07283,17701.06814,2960.27771,1781.54601,525.99093,26861.75252,230.30309,1672.78286,17505.5109,5942.11,7442.15996,49773.16225,12116.39051,8870.26872,1952.51161,3374.81285,668.08183,236.55525,6127.29584,583.25232,407.31468,7436.92571,2871.86779
678.0026@518.45,4548.57536,7183.53356,5912.47114,8650.78949,7118.20617,8993.98293,5885.281,6229.62146,6672.36026,6338.36784,9380.19242,6113.50672,4958.96677,8649.44221,7214.12642,4580.23269,4780.98397,8204.8107,5330.01924,5403.89964,4954.83887,5532.01947,1877.176,5099.4763,5211.18321,2197.15328,4496.95041,5822.66862,6180.57117,6967.9747
679.4112@478.29,6992.60342,7251.4864,8102.79823,1842.08398,13904.87948,4779.82067,5029.42097,4235.42087,4984.93585,15106.12735,3721.11639,13788.17306,15474.74584,5260.9456,7348.3945,10217.64521,6835.8573,7380.22257,3406.56674,4666.40347,9328.16248,6206.78606,6718.06779,8106.66417,6321.67605,2957.97387,1672.88099,4725.17283,9915.32402,6933.65476
682.9902@516.86,40415.74736,43448.19517,42727.0884,76076.91786,52448.56324,75024.89262,49978.3261,48607.84247,42786.11711,42691.24632,72377.32833,54481.32624,37021.04361,64917.92725,52023.61359,35079.23883,36004.75165,65438.23202,46690.40689,41434.92216,38400.52263,43016.29018,36979.53125,35825.85087,45089.97169,40161.97978,37501.63044,39198.67959,51723.40604,53272.357
683.1057@496.04,6601.78355,6803.29897,7419.81454,10747.71281,8185.30809,8909.01382,6590.30842,7860.42213,8445.45345,7398.69034,9536.7675,8953.75421,5975.57894,8315.92513,8248.88374,4687.57487,6071.88811,9573.83713,7670.28196,6887.06532,7220.34597,7422.84616,5589.25676,4676.43664,6179.31388,5904.32752,6367.75542,6043.65566,8358.60947,8957.19142
683.4442@478.93,24209.8128,21478.4323,22928.14049,18883.33808,35539.14472,23061.09685,22276.56193,17984.15795,18519.03346,38005.90042,20578.06288,38920.08513,38814.17685,24472.39405,28384.57669,34675.2929,21458.70233,24160.67604,16293.64283,17329.14828,23828.23893,23719.57836,14612.73013,24319.46407,22644.00765,25206.63844,7896.71432,20911.20376,30772.16917,24440.84973
685.5267@640.78,110.5439,16247.20485,31339.3478,31687.1107,34313.14129,33221.409,203.20983,21919.01224,14350.7967,18304.37391,38516.23114,20294.24343,1878.26004,46492.62922,37671.08053,26707.70457,23080.03905,21208.9899,23617.22264,13138.96056,22792.11036,28304.58432,41501.52152,29847.30838,32366.98011,26155.32451,14341.82768,16174.00509,32516.98828,15059.31255
685.5294@509.36,91908.5949,546076.59013,1938606.29948,2689906.02239,3153717.35168,2639054.59672,71197.381,1804909.23314,645630.26253,1121853.64101,3466274.61532,616489.14311,10615.12199,5392739.13601,2957076.22594,3506686.07848,734049.87277,1096186.2681,1965955.34423,854986.84314,957858.56966,2021502.05439,3403436.36906,2409878.33202,3028118.64629,1902067.2462,532280.79488,502681.39412,2877825.51198,927097.01875
